        cld hd  LNA    Vac   Turbo Turbo Turbo elec.  botm  brng motor board inlet  pax  exhst rjctn housn  Fan  crnt  max   min   
  Time    (K)   (K)    mbar   RPM   amps watts  (C)   (C)   (C)   (C)   (C)   (C)   (C)   (C)   (C)   (C)   RPM watts watts watts  
19:09:19  65.4 144.3 1.5e-04 90013   0.5    12    30    41    52    63  30.0  31.0  27.1  28.0 ----- ----- 1394 161.7 240.0  70.0 N
19:10:19  65.3 144.2 1.5e-04 90014   0.5    12    30    41    52    63  30.0  31.0  27.1  28.0 ----- ----- 1382 161.3 240.0  70.0 N
19:11:19  65.3 143.9 1.5e-04 90018   0.5    12    30    41    52    63  30.0  31.0  27.3  28.0 ----- ----- 1386 162.1 240.0  70.0 N
19:12:19  65.4 144.2 1.5e-04 90014   0.5    12    30    41    52    63  30.0  31.0  27.2  28.0 ----- ----- 1383 161.1 240.0  70.0 N
19:13:19  65.4 144.1 1.5e-04 90014   0.5    12    30    41    52    63  30.0  31.0  27.4  28.0 ----- ----- 1389 161.6 240.0  70.0 N
19:14:19  65.4 144.3 1.5e-04 90013   0.5    12    30    41    52    63  30.0  31.0  27.2  28.0 ----- ----- 1388 161.9 240.0  70.0 N
19:15:19  65.3 144.2 1.5e-04 90016   0.5    12    30    41    52    63  30.0  31.0  27.3  28.0 ----- ----- 1386 160.2 240.0  70.0 N
19:16:19  65.4 144.0 1.5e-04 90017   0.5    12    30    41    52    63  30.0  31.0  27.2  28.0 ----- ----- 1386 158.4 240.0  70.0 N
19:17:19  65.2 144.0 1.5e-04 90012   0.5    12    30    41    52    63  30.0  31.0  27.1  28.0 ----- ----- 1394 159.1 240.0  70.0 N
19:18:19  65.3 144.0 1.5e-04 90014   0.5    12    30    41    52    63  30.0  31.0  27.0  28.0 ----- ----- 1392 161.1 240.0  70.0 N
19:19:19  65.3 144.0 1.5e-04 90017   0.5    12    30    41    52    63  30.0  31.0  27.1  28.0 ----- ----- 1378 159.8 240.0  70.0 N
19:20:19  65.4 144.4 1.6e-04 90013   0.5    12    30    41    52    63  30.0  31.0  27.0  28.0 ----- ----- 1382 160.6 240.0  70.0 N
19:21:19  65.2 144.0 1.5e-04 90015   0.5    12    30    41    52    63  30.0  31.0  27.0  28.0 ----- ----- 1388 161.9 240.0  70.0 N
19:22:19  65.4 144.1 1.5e-04 90016   0.5    12    30    41    52    63  30.0  31.0  27.0  28.0 ----- ----- 1389 161.7 240.0  70.0 N
19:23:19  65.3 144.1 1.5e-04 90015   0.5    12    30    41    52    63  30.0  31.0  27.0  28.0 ----- ----- 1384 161.6 240.0  70.0 N
19:24:19  65.2 143.9 1.5e-04 90018   0.5    12    30    41    52    63  30.0  31.0  27.0  28.0 ----- ----- 1386 161.9 240.0  70.0 N
19:25:19  65.3 143.8 1.5e-04 90015   0.5    12    30    41    52    63  30.0  31.0  27.3  28.0 ----- ----- 1379 161.5 240.0  70.0 N
19:26:19  65.3 144.1 1.5e-04 90015   0.5    12    30    41    52    63  30.0  31.0  27.1  28.0 ----- ----- 1394 162.6 240.0  70.0 N
19:27:19  65.4 144.1 1.5e-04 90016   0.5    12    30    41    52    63  30.0  31.0  27.3  28.0 ----- ----- 1376 163.1 240.0  70.0 N
19:28:19  65.2 144.1 1.6e-04 90015   0.5    12    30    41    52    63  29.6  31.0  27.5  28.0 ----- ----- 1382 163.3 240.0  70.0 N
19:29:19  65.4 144.1 1.5e-04 90018   0.5    12    30    41    52    63  29.8  31.0  27.7  28.0 ----- ----- 1385 163.9 240.0  70.0 N
